Task_ID,Task_Duration_Days,Labor_Required,Equipment_Units,Material_Cost_USD,Start_Constraint,Risk_Level,Resource_Constraint_Score,Site_Constraint_Score,Dependency_Count,Cost_Per_Day,Labour_Intensity,Combined_Constraint_Score,Complexity_Score,Risk_Score,Composite_Risk_Index,Cost_Risk_Flag,Underestimated_Risk_Flag,Schedule_Critical_Flag,Priority_Score,Priority_Tier,Triple_Threat
T1291,57,1,8,99656.1,2,High,0.33,0.76,0,1748.35,0.12,0.545,0.42,3,0.735,True,False,False,0.403,P3 - Standard Review,False
T1292,31,17,4,14386.51,14,High,0.75,0.54,3,464.08,4.25,0.645,0.558,3,0.796,False,False,False,0.571,P2 - Monitor Closely,False
T1293,6,2,1,67870.15,15,Low,0.3,0.13,3,11311.69,2.0,0.215,0.316,1,0.304,False,False,False,0.337,P3 - Standard Review,False
T1294,40,11,7,40204.1,3,Low,0.54,0.35,0,1005.1,1.57,0.445,0.313,1,0.35,False,False,False,0.22,P4 - Low Priority,False
T1295,12,9,3,14167.97,20,High,0.4,0.56,2,1180.66,3.0,0.48,0.348,3,0.7,False,False,False,0.444,P3 - Standard Review,False
T1296,53,7,6,16714.94,5,Low,0.8,0.86,2,315.38,1.17,0.83,0.637,1,0.524,False,False,False,0.445,P3 - Standard Review,False
T1297,71,17,2,94978.04,0,Medium,0.41,0.79,1,1337.72,8.5,0.6,0.574,2,0.626,False,False,False,0.434,P3 - Standard Review,False
T1298,10,17,9,88080.55,3,Low,0.91,0.28,0,8808.06,1.89,0.595,0.223,1,0.353,False,False,False,0.215,P4 - Low Priority,False
T1299,45,2,1,90797.15,10,Low,0.91,0.28,0,2017.71,2.0,0.595,0.381,1,0.4,False,False,False,0.259,P4 - Low Priority,False
T1300,17,6,6,99161.74,11,Low,0.36,0.26,4,5833.04,1.0,0.31,0.469,1,0.369,False,False,False,0.427,P3 - Standard Review,False
